prenom;nom;jour_naissance;mois_naissance;annee_naissance;famille;ad1_numero;ad1_post_code;ad1_ville;ad1_street;ad1_type;ad1_Pays;ad2_numero;ad2_post_code;ad2_ville;ad2_street;ad2_type;ad2_Pays
Ménas;CoolName;26;7;1962;Charles;61;66563;Los Angeles;Denfert;Road;France;26;80931;Bath;de Ségur;Street;USA
Mencia;Petit;20;4;1978;Paul;49;69774;Cardiff;Royale;Road;Maroc;77;49479;Casablanca;du Rock;Street;Grande-Bretagne
Noël;Martin;21;6;1945;Paul;67;55435;Los Angeles;Gaité;Street;Grande-Bretagne;37;82652;Madrid;Semard;Avenue;France
Noëla;Coisne;16;2;1970;Charles;91;32032;Paris;du Rock;Street;Grande-Bretagne;35;28257;Londres;Voltaire;Boulevard;USA
Noëlaig;Bernard;30;4;1965;Charles;56;68221;Miami;Caillard;Avenue;Grande-Bretagne;91;77161;Nantes;Picasso;Boulevard;Grande-Bretagne
Noëlia;Martin;18;9;1933;Paul;95;80436;Los Angeles;De Gaulle;Road;Grande-Bretagne;32;31424;Casablanca;des Princes;Boulevard;France
Noelie;Martin;18;9;1926;Charles;28;73740;Cardiff;De Gaulle;Boulevard;USA;46;14045;Madrid;Gaité;Boulevard;France
Noéline;Martin;14;4;1917;Henry;22;78737;Los Angeles;Royale;Boulevard;Grande-Bretagne;71;20531;New York;Pétain;Road;Maroc
Noëlla;Petit;24;4;1928;Henry;30;92972;Lille;du Fion;DeadEnd;France;34;11114;Lille;Royale;Street;USA
Noëlle;Coisne;15;7;1942;Henry;69;47550;Lille;Zinedine Zidane;Boulevard;Grande-Bretagne;62;64375;Madrid;De Gaulle;Road;Grande-Bretagne
Noëllie;Petit;4;11;1928;Charles;42;74673;Madrid;de la pompe;Street;Maroc;21;19943;Londres;Caillard;DeadEnd;USA
Noëllina;CoolName;7;12;2004;Charles;97;40068;Cardiff;Pétain;Avenue;France;46;79694;Bordeaux;Paul Lelent;Boulevard;France
Noëlline;Bernard;3;6;1997;Paul;50;48185;Bath;Charonne;Street;Maroc;48;93976;Paris;Obama;DeadEnd;Grande-Bretagne
Noémi;CoolName;26;7;2000;Paul;86;30537;Miami;de Ségur;DeadEnd;France;33;56855;Casablanca;Paul Lelent;Road;USA
Noémie;Coisne;24;11;1953;Henry;25;88397;Casablanca;Denfert;Street;Maroc;80;20050;New York;Jean Valjean;DeadEnd;Maroc
Noham;CoolName;15;4;2007;Henry;76;43732;Bath;Paul Lelent;Avenue;France;65;96983;Cardiff;Paul Lelent;Boulevard;USA
Nohan;Bernard;9;7;1917;Charles;44;95804;Paris;Royale;Street;Grande-Bretagne;58;62507;Marseilles;Paul Lelent;Street;USA
Nolan;Coisne;20;10;2015;Charles;98;33978;Miami;des Princes;DeadEnd;Grande-Bretagne;32;14318;Lille;Pétain;Avenue;France
Nolwenn;CoolName;27;8;1970;Charles;91;39340;Marseilles;Semard;Road;Maroc;97;98374;Marseilles;Pernetti;Avenue;Grande-Bretagne
Nonna;Petit;9;5;1949;Paul;70;76922;Paris;du Fion;DeadEnd;USA;31;35098;Paris;Pétain;Road;Maroc
Nora;Bernard;8;11;2008;Henry;15;53833;Lille;De Gaulle;Avenue;Grande-Bretagne;42;75330;Madrid;Obama;Avenue;Grande-Bretagne
Norah;CoolName;15;9;1950;Paul;67;77210;Londres;Zinedine Zidane;Boulevard;USA;60;80216;Casablanca;du Fion;Boulevard;Grande-Bretagne
Norbert;Petit;7;11;1992;Charles;62;97903;Madrid;de la pompe;Avenue;Grande-Bretagne;30;45984;Miami;Semard;Street;USA
Norberte;Petit;20;1;1921;Paul;21;27547;New York;de la pompe;Avenue;Maroc;66;97072;Londres;Pernetti;Road;Maroc
Nore;Martin;13;7;1929;Paul;48;45998;Londres;de Paris;DeadEnd;France;76;99764;Bordeaux;D'Aguesseau;DeadEnd;Maroc
Noreen;Martin;7;4;2006;Paul;81;84934;Lille;de Ségur;Avenue;USA;28;30697;Miami;des Princes;DeadEnd;Grande-Bretagne
Norette;Martin;25;11;1980;Henry;61;44020;Bath;De Gaulle;Street;USA;97;92959;Marseilles;Pétain;Avenue;Grande-Bretagne
Noria;Bernard;28;11;2004;Paul;14;24039;Madrid;du Rock;Avenue;Grande-Bretagne;51;61125;Casablanca;Tahère;Avenue;USA
Noriane;Martin;20;12;1962;Charles;64;26268;New York;Paul Lelent;DeadEnd;Grande-Bretagne;83;29405;Los Angeles;Caillard;Road;Grande-Bretagne
Norig;CoolName;1;1;1942;Henry;26;85214;Bath;Obama;Road;France;20;62287;Londres;Zinedine Zidane;Avenue;Maroc
Nouela;Coisne;24;4;1915;Paul;33;83024;Miami;De Gaulle;Road;Maroc;14;27755;Los Angeles;du Rock;Road;France
Noura;Petit;24;10;1951;Paul;16;12505;Marseilles;Obama;Street;Grande-Bretagne;52;35216;Bath;Zinedine Zidane;Avenue;USA
Nouria;Petit;15;9;1997;Charles;56;23708;Cardiff;Picasso;Road;Maroc;41;99952;Bath;D'Aguesseau;Road;Maroc
Novela;Martin;18;9;1923;Paul;9;54287;New York;Pétain;Avenue;Maroc;8;67040;Miami;Royale;DeadEnd;Maroc
Obéron;Coisne;18;11;1932;Paul;76;46761;Londres;Pétain;Street;Grande-Bretagne;41;34029;Bordeaux;Pétain;Boulevard;USA
Obéron;CoolName;30;7;2010;Charles;72;46861;Casablanca;Tahère;DeadEnd;Grande-Bretagne;40;74966;Marseilles;Obama;Road;France
Océane;Petit;8;12;1957;Henry;89;24238;Casablanca;du Fion;Avenue;France;7;60294;Miami;du Rock;Avenue;France
Océlia;Coisne;17;7;2012;Charles;44;99937;Paris;Charonne;Boulevard;USA;20;30159;Londres;des Princes;DeadEnd;France
Octave;Coisne;23;5;1991;Charles;91;28178;Londres;de la pompe;Boulevard;France;20;64358;Lille;Semard;DeadEnd;Grande-Bretagne
Octavia;CoolName;15;1;1997;Paul;28;80013;Paris;Tahère;Street;Grande-Bretagne;28;25879;Marseilles;de la pompe;DeadEnd;Maroc
Octavien;Martin;18;11;1916;Henry;46;63616;Marseilles;Paul Lelent;DeadEnd;USA;39;72091;Bath;De Gaulle;Street;France
Octavienne;Petit;9;10;1985;Paul;58;77786;Marseilles;De Gaulle;Boulevard;USA;62;24577;Marseilles;Denfert;Street;Maroc
Octavio;CoolName;5;9;1944;Charles;80;58509;Cardiff;Gaité;Street;Maroc;50;26236;Paris;Pernetti;Avenue;France
Oda;Coisne;13;10;1957;Henry;43;23507;Marseilles;Zinedine Zidane;Avenue;France;50;77894;Nantes;Voltaire;Road;Maroc
Ode;CoolName;26;12;2003;Henry;72;23280;Marseilles;Jean Valjean;Road;Grande-Bretagne;57;45883;Casablanca;de Ségur;Avenue;Maroc
Odélia;Coisne;30;10;1946;Paul;19;53642;Lille;Jean Valjean;Road;Grande-Bretagne;31;77456;Lille;de Paris;DeadEnd;Maroc
Odeline;Petit;30;6;1998;Paul;77;86887;New York;Picasso;Avenue;Maroc;79;67392;Paris;de la pompe;DeadEnd;Maroc
Odessa;CoolName;20;10;1923;Charles;64;52160;Cardiff;du Fion;Road;Maroc;73;12647;New York;Voltaire;Street;France
Odette;Coisne;20;12;1933;Paul;58;35949;Madrid;Royale;DeadEnd;France;85;47219;Lille;Jean Jaurès;DeadEnd;Maroc
Odiane;Martin;29;4;1986;Henry;34;52953;Casablanca;du Fion;DeadEnd;Maroc;16;89343;Los Angeles;Jean Jaurès;Road;Grande-Bretagne
Odile;Bernard;22;1;2012;Henry;47;33588;Bordeaux;de Ségur;Road;Maroc;62;28619;Paris;Charonne;DeadEnd;Maroc
Odilon;Coisne;1;4;1926;Henry;47;25514;Cardiff;Royale;Road;Maroc;23;68238;Madrid;Obama;Boulevard;USA
Odon;Coisne;9;6;2015;Charles;88;98599;Marseilles;De Gaulle;Street;France;51;36886;Lille;Paul Lelent;Road;Maroc
Odoric;CoolName;2;3;1976;Henry;65;68927;Los Angeles;Caillard;Road;USA;32;79589;New York;Paul Lelent;Street;France
Odran;Coisne;16;5;1946;Henry;5;89849;Cardiff;Gaité;Avenue;USA;59;23277;Cardiff;Pétain;Street;Grande-Bretagne
Oger;Coisne;19;1;1921;Henry;30;96251;Bath;Picasso;Avenue;USA;77;19438;Cardiff;Pétain;DeadEnd;France
Ogier;CoolName;3;2;1969;Henry;68;66142;Cardiff;Jean Jaurès;Street;Grande-Bretagne;29;24386;Bath;Picasso;Street;Maroc
Oihan;Martin;27;10;1966;Paul;20;54004;Los Angeles;Voltaire;Boulevard;Grande-Bretagne;89;71913;Casablanca;D'Aguesseau;Avenue;France
Oïhana;Bernard;7;5;2015;Henry;82;20492;Bath;Jean Valjean;Avenue;Maroc;4;96517;Marseilles;Caillard;DeadEnd;Grande-Bretagne
Olaf;Bernard;8;3;1918;Henry;6;94737;Cardiff;Semard;Avenue;Grande-Bretagne;57;80137;Bordeaux;Pétain;Boulevard;Grande-Bretagne
Olav;Petit;3;12;2004;Paul;56;58086;New York;des Princes;Avenue;USA;70;95811;Bordeaux;Obama;Boulevard;Maroc
Oleg;CoolName;3;2;1979;Charles;11;30540;Bath;Jean Jaurès;Boulevard;Maroc;65;63069;Lille;Pétain;Boulevard;USA
Olga;Coisne;20;2;1987;Charles;31;36408;New York;Semard;Avenue;Maroc;9;76317;Bath;de Ségur;DeadEnd;Grande-Bretagne
Olier;CoolName;17;3;1969;Charles;90;50224;Nantes;Jean Valjean;Road;Grande-Bretagne;24;12206;Madrid;Gaité;Avenue;France
Olinto;Bernard;27;11;2007;Charles;97;40884;Bath;de la pompe;DeadEnd;France;52;54891;Nantes;des Princes;Avenue;Grande-Bretagne
Oliva;Bernard;9;12;1997;Henry;13;29433;Miami;Jean Jaurès;Road;USA;38;14920;Los Angeles;Royale;Avenue;Grande-Bretagne
Olive;Coisne;12;9;1947;Paul;27;36273;Paris;De Gaulle;Street;USA;98;54538;Paris;Denfert;Boulevard;Maroc
Pacifique;Petit;13;7;1958;Charles;43;22341;Madrid;D'Aguesseau;Avenue;France;60;23843;Miami;des Princes;Boulevard;Grande-Bretagne
Paco;Bernard;12;8;1982;Paul;76;99692;Casablanca;Picasso;DeadEnd;Grande-Bretagne;52;73196;Miami;Gaité;DeadEnd;Maroc
Pacôme;Martin;14;11;1992;Paul;26;48741;Bath;Caillard;Avenue;Maroc;64;13502;Bath;Gaité;Road;USA
Padrig;Martin;11;4;2009;Henry;60;55389;Madrid;Voltaire;Road;Grande-Bretagne;80;36300;New York;Gaité;Boulevard;Grande-Bretagne
Paësie;Martin;9;1;1985;Charles;68;80684;Bath;Zinedine Zidane;Boulevard;France;5;46354;Lille;Jean Jaurès;Road;Grande-Bretagne
Palamon;Martin;8;5;1975;Henry;94;73760;New York;Pernetti;Avenue;France;81;97704;Cardiff;Voltaire;Avenue;Grande-Bretagne
Palémon;Martin;1;9;1920;Paul;16;19255;Bordeaux;De Gaulle;DeadEnd;Maroc;38;54120;Londres;Jean Jaurès;Avenue;Maroc
Palmyre;Bernard;16;1;1978;Henry;59;51473;Bath;Picasso;Boulevard;Grande-Bretagne;80;14965;Nantes;de la pompe;DeadEnd;USA
Paloma;Petit;17;3;2000;Henry;79;34139;Bordeaux;De Gaulle;Avenue;Grande-Bretagne;26;77754;Nantes;Caillard;Avenue;Maroc
Paméla;Bernard;29;7;1988;Charles;45;15912;Madrid;Tahère;DeadEnd;France;44;45762;Casablanca;Semard;Boulevard;Grande-Bretagne
Pammaque;Coisne;26;5;1927;Charles;20;58323;Los Angeles;Denfert;Road;Maroc;37;27779;Marseilles;Charonne;Road;Grande-Bretagne
Pamphile;Martin;26;2;1994;Henry;9;55642;Madrid;Gaité;Street;Grande-Bretagne;99;24523;Madrid;Gaité;Street;France
Pancrace;Petit;20;10;1983;Paul;67;34929;Paris;Tahère;Street;USA;69;25584;Bath;Tahère;Road;Grande-Bretagne
Pantaleimon;Coisne;7;5;2004;Charles;6;45514;Cardiff;Zinedine Zidane;Boulevard;France;24;49544;Nantes;Jean Jaurès;Boulevard;Maroc
Pantaléon;Petit;14;12;1979;Charles;62;94871;Los Angeles;Tahère;Avenue;Grande-Bretagne;20;21055;Bordeaux;Picasso;Street;Maroc
Panthène;Martin;21;11;1927;Paul;67;39738;Cardiff;Picasso;Avenue;USA;56;69136;Casablanca;Semard;Avenue;Grande-Bretagne
Paol;Petit;3;6;1931;Charles;63;95049;Londres;Tahère;Road;Grande-Bretagne;60;60402;Nantes;Jean Valjean;Avenue;France
Paola;Bernard;30;6;1946;Henry;95;52042;Marseilles;Jean Jaurès;Street;France;46;91814;New York;Paul Lelent;Avenue;USA
Paolina;CoolName;18;10;1946;Charles;81;10505;Londres;De Gaulle;Road;Grande-Bretagne;69;61097;Paris;des Princes;Road;France
Paolo;Petit;7;12;1947;Paul;71;38016;Londres;des Princes;DeadEnd;Maroc;30;26515;Lille;Picasso;Street;USA
Paphnuce;CoolName;29;1;1928;Paul;36;24500;Bath;Semard;Road;Grande-Bretagne;76;17195;Miami;de la pompe;Boulevard;Maroc
Papias;Martin;6;9;1920;Charles;92;77834;Paris;Obama;Road;Maroc;51;68937;Casablanca;Obama;Street;France
Papoul;CoolName;9;7;1948;Charles;29;73429;Bath;du Rock;Road;Maroc;52;22663;Bordeaux;Voltaire;Street;France
Pâquerette;Coisne;26;2;1939;Paul;74;38154;Miami;du Rock;Boulevard;Maroc;26;35957;Londres;du Rock;Street;France
Paquita;Petit;26;1;2015;Charles;30;63471;New York;Gaité;Boulevard;France;94;59900;Nantes;Tahère;Boulevard;Maroc
Paquito;Coisne;4;6;1973;Henry;47;34554;Paris;Pétain;Street;Grande-Bretagne;9;34962;Londres;Pernetti;DeadEnd;France
Parfait;CoolName;22;2;1987;Paul;16;40392;Casablanca;Semard;Avenue;Grande-Bretagne;58;97435;Miami;du Fion;Street;Grande-Bretagne
Pâris;Martin;14;11;1981;Henry;53;72259;Marseilles;de la pompe;Avenue;Maroc;41;67414;Londres;Denfert;Boulevard;France
Pascal;Petit;25;8;1939;Charles;95;52679;Bath;des Princes;DeadEnd;Grande-Bretagne;54;25082;Casablanca;du Fion;Boulevard;Maroc
Pascale;CoolName;16;4;1982;Paul;8;87400;Bath;Semard;DeadEnd;France;36;31843;Los Angeles;De Gaulle;Road;USA
Pascalet;Bernard;12;3;1956;Charles;53;25289;Madrid;Semard;Road;France;64;43941;Londres;Gaité;Boulevard;USA
Pascalin;Coisne;26;6;1969;Charles;41;10229;New York;Jean Jaurès;Street;Maroc;13;78021;Cardiff;Pétain;Boulevard;USA
Pascaline;Petit;26;12;1963;Charles;66;54228;Lille;Gaité;Street;Maroc;37;52793;New York;Jean Jaurès;Boulevard;France
Pascaloun;Coisne;8;10;1961;Henry;53;38129;Lille;du Rock;Road;Maroc;47;41522;Casablanca;Zinedine Zidane;Road;France
Pascau;Bernard;1;1;2004;Paul;39;37959;Los Angeles;Tahère;Street;Grande-Bretagne;36;42174;Los Angeles;du Fion;Road;France
Paschase;Coisne;26;1;1945;Paul;69;78200;Paris;Pernetti;Street;USA;1;58702;New York;Semard;DeadEnd;France
Pascual;Coisne;9;10;1976;Paul;86;44778;Cardiff;D'Aguesseau;Boulevard;France;27;61081;Bath;De Gaulle;Boulevard;USA
Pasquale;Petit;6;6;1992;Henry;59;43129;Paris;Picasso;DeadEnd;Maroc;48;99796;Casablanca;de la pompe;Street;Maroc
Pasteur;Coisne;10;8;1978;Paul;74;17278;Lille;Royale;Boulevard;Maroc;88;65418;Madrid;Tahère;Street;USA
Pat;Martin;24;7;1955;Paul;33;10779;Paris;de Paris;Road;Maroc;67;87053;Nantes;Royale;Boulevard;France
Paterne;Bernard;10;2;1945;Paul;86;12187;Bath;D'Aguesseau;DeadEnd;Grande-Bretagne;97;64664;Paris;Pernetti;Avenue;USA
Patient;Bernard;12;4;1947;Paul;84;46810;Los Angeles;Charonne;Avenue;USA;80;35981;Bordeaux;Semard;Boulevard;France
Patrice;Petit;20;11;1998;Paul;5;40866;New York;de Paris;DeadEnd;France;18;25872;Los Angeles;Charonne;Road;France
Patricia;Petit;1;11;2010;Henry;27;19398;Marseilles;Zinedine Zidane;DeadEnd;USA;34;93508;New York;de Paris;Road;Maroc
Patricien;Coisne;22;6;1933;Paul;91;43044;New York;D'Aguesseau;Road;Maroc;95;18660;Bath;Paul Lelent;Avenue;USA
Patricio;Martin;7;3;1918;Paul;1;92305;Miami;de Paris;Avenue;France;49;71733;Los Angeles;Tahère;Avenue;France
Patrick;Bernard;29;3;1955;Henry;86;23684;Cardiff;Caillard;Avenue;France;60;21358;Madrid;du Rock;Avenue;USA
Patrizia;Martin;19;8;1941;Paul;11;76699;Madrid;Jean Jaurès;Road;France;11;83682;Los Angeles;de la pompe;DeadEnd;USA
Patrizio;Bernard;17;2;1951;Henry;83;72378;New York;D'Aguesseau;Road;USA;9;51930;Paris;Jean Jaurès;Boulevard;France
Patrocle;Petit;17;1;1966;Henry;45;79097;Cardiff;de la pompe;DeadEnd;Grande-Bretagne;37;98689;New York;Royale;Boulevard;Maroc
Patty;Petit;23;12;1957;Charles;71;90127;Paris;de Ségur;Street;USA;97;52669;Los Angeles;Zinedine Zidane;Boulevard;France
Paul;Martin;16;1;1933;Charles;98;56674;Londres;Obama;Street;France;94;73393;Miami;Paul Lelent;DeadEnd;Grande-Bretagne
Paula;CoolName;26;10;1933;Henry;52;40722;Casablanca;De Gaulle;Street;USA;2;66830;Nantes;Jean Jaurès;Road;USA
Quadratus;Martin;11;9;1984;Paul;10;75090;Bath;Picasso;Boulevard;Maroc;76;12322;New York;Voltaire;Street;France
Quanton;Petit;8;2;1917;Paul;90;17013;Miami;Pernetti;Boulevard;Grande-Bretagne;61;51443;Bordeaux;De Gaulle;Avenue;USA
Quentin;Petit;19;2;1920;Henry;84;84828;Cardiff;Semard;Boulevard;Grande-Bretagne;51;68548;Nantes;Tahère;Boulevard;Maroc
Quiéta;Coisne;8;9;1939;Henry;35;92533;Paris;de Ségur;Avenue;USA;33;10516;Bath;Denfert;Road;Maroc
Quintia;CoolName;27;11;1976;Henry;74;87247;Marseilles;Jean Valjean;Avenue;France;14;47385;Bath;Royale;Boulevard;Maroc
Quintilien;Martin;10;1;1995;Henry;26;78661;Cardiff;D'Aguesseau;DeadEnd;USA;14;80611;Los Angeles;Paul Lelent;Avenue;Grande-Bretagne
Quintilla;Bernard;22;12;1917;Charles;61;89754;Madrid;Voltaire;Road;France;57;72195;Lille;Zinedine Zidane;DeadEnd;Grande-Bretagne
Quintin;CoolName;9;1;1987;Charles;54;80493;Casablanca;de la pompe;Street;USA;66;50302;Bordeaux;Picasso;Street;Maroc
Quintina;CoolName;10;8;1918;Charles;88;96919;New York;Paul Lelent;Avenue;France;55;12728;Londres;Picasso;Road;France
Quirin;Bernard;22;2;1925;Paul;44;62477;Marseilles;Zinedine Zidane;Avenue;France;53;72384;Marseilles;Voltaire;DeadEnd;Grande-Bretagne
Quiterie;Coisne;7;6;1988;Charles;91;51611;Miami;Denfert;Avenue;Grande-Bretagne;62;75087;Paris;Paul Lelent;Road;France
Quitterie;CoolName;26;12;1997;Charles;64;62826;New York;Caillard;DeadEnd;USA;87;42578;Los Angeles;du Fion;Boulevard;Maroc
Quodvultdeus;Petit;7;12;1955;Charles;20;72143;Miami;Caillard;DeadEnd;France;66;56417;Los Angeles;Caillard;Boulevard;Grande-Bretagne
Renate;Bernard;27;12;1928;Henry;13;27337;Madrid;De Gaulle;Street;USA;61;68625;Los Angeles;du Fion;Boulevard;Maroc
Renato;CoolName;17;7;1927;Paul;39;54603;Paris;de Ségur;Road;Grande-Bretagne;26;95433;Casablanca;Caillard;Avenue;Maroc
Renaud;Petit;8;6;1972;Charles;41;45249;Casablanca;Semard;Boulevard;Grande-Bretagne;88;33597;Bordeaux;Zinedine Zidane;Avenue;USA
Renaude;Martin;17;5;1969;Charles;7;81897;Casablanca;Caillard;Street;USA;89;70756;Paris;D'Aguesseau;Road;USA
René;Petit;22;10;1996;Charles;89;64665;Londres;Denfert;Boulevard;France;85;69030;Miami;Royale;Street;France
Renée;Coisne;29;10;2010;Charles;24;53717;Nantes;Pernetti;DeadEnd;USA;12;44962;Paris;Tahère;Boulevard;Grande-Bretagne
Renelde;CoolName;3;9;1963;Henry;62;93693;Bordeaux;Obama;DeadEnd;USA;42;35820;Bordeaux;Caillard;Road;France
Renobert;Martin;20;9;1977;Paul;39;96140;New York;Voltaire;Boulevard;France;48;52481;Paris;Denfert;DeadEnd;USA
Réparate;Petit;13;12;1924;Charles;10;46433;Cardiff;Paul Lelent;Boulevard;USA;41;89746;Paris;du Rock;Boulevard;USA
Resi;Bernard;9;2;1940;Paul;15;61763;Lille;Jean Valjean;Street;France;73;40647;Lille;du Rock;Avenue;USA
Restitude;CoolName;11;6;1971;Henry;69;56204;Bath;de la pompe;DeadEnd;USA;62;97430;Bordeaux;des Princes;Road;Maroc
Restitute;CoolName;23;1;1937;Charles;69;39111;Casablanca;Semard;Boulevard;France;81;62937;Miami;Paul Lelent;Road;Maroc
Révérien;Petit;20;12;2002;Paul;19;35817;Casablanca;Zinedine Zidane;DeadEnd;Grande-Bretagne;84;94144;New York;Zinedine Zidane;Road;France
Reynald;CoolName;2;2;1965;Henry;93;23073;Nantes;Paul Lelent;Street;USA;59;26820;Cardiff;de Paris;Avenue;France
Rhéa;Martin;11;2;1968;Paul;59;79198;Nantes;D'Aguesseau;Boulevard;Maroc;89;70049;Paris;Pernetti;Avenue;Maroc
Ricardo;Petit;29;8;1948;Henry;47;36407;Casablanca;Semard;DeadEnd;France;9;52873;Bath;Tahère;DeadEnd;Grande-Bretagne
Riccardo;CoolName;28;2;1955;Charles;10;70646;Los Angeles;Pétain;Avenue;Grande-Bretagne;97;90991;New York;Pernetti;Boulevard;Maroc
Richard;CoolName;2;4;1949;Charles;76;62862;Paris;de Ségur;DeadEnd;France;40;79367;Paris;Pétain;Boulevard;USA
Richarde;Petit;2;1;1995;Henry;88;22153;Los Angeles;De Gaulle;DeadEnd;USA;46;46230;Bath;Picasso;Avenue;Maroc
Richilde;Petit;6;7;2009;Charles;62;80390;Paris;Picasso;DeadEnd;Grande-Bretagne;15;33944;New York;Royale;Road;Maroc
Rick;Bernard;25;8;1997;Charles;98;78053;Bordeaux;Gaité;DeadEnd;France;74;83231;Los Angeles;Paul Lelent;DeadEnd;Grande-Bretagne
Riec;CoolName;7;3;1930;Charles;59;93004;Casablanca;de Ségur;Boulevard;France;8;71035;Casablanca;de la pompe;Road;Grande-Bretagne
Rieg;Petit;2;11;1986;Paul;96;64748;Lille;Jean Jaurès;Boulevard;Maroc;34;31137;Bordeaux;Caillard;Road;USA
Rieuc;Petit;8;2;1963;Paul;37;45709;New York;Charonne;Street;France;69;60062;Bordeaux;Paul Lelent;Avenue;Grande-Bretagne
Rigobert;Martin;5;3;1917;Charles;20;27825;Madrid;Pernetti;Boulevard;France;67;11325;Miami;Jean Jaurès;Road;Grande-Bretagne
Rimma;Martin;14;9;1988;Charles;56;63320;Marseilles;des Princes;Boulevard;Maroc;71;78591;Lille;Tahère;DeadEnd;USA
Rinaldo;Bernard;9;7;2015;Charles;10;50449;Miami;Royale;Road;Grande-Bretagne;2;81018;Paris;Paul Lelent;Boulevard;France
Rioc;Bernard;26;7;1934;Henry;52;42431;Los Angeles;Pernetti;DeadEnd;Grande-Bretagne;90;40188;Madrid;Zinedine Zidane;DeadEnd;USA
Riquier;Coisne;10;8;1988;Henry;13;26672;Lille;Caillard;DeadEnd;France;28;10118;Bath;de la pompe;Avenue;Maroc
Risset;CoolName;28;7;1925;Paul;16;56857;Londres;Zinedine Zidane;Boulevard;France;62;20312;New York;Obama;Road;USA
Rita;Martin;17;3;2009;Henry;60;58494;Cardiff;De Gaulle;DeadEnd;USA;38;19736;Miami;Picasso;Avenue;USA
Rite;Bernard;11;12;2003;Henry;15;83704;Bordeaux;Caillard;DeadEnd;USA;13;26648;Cardiff;Royale;Boulevard;Grande-Bretagne
Riva;Coisne;20;6;2000;Paul;34;46497;Los Angeles;des Princes;Avenue;Maroc;79;45844;Madrid;Gaité;Boulevard;Maroc
Rivanone;Coisne;27;1;2003;Charles;16;67167;Marseilles;Zinedine Zidane;Avenue;France;13;57618;Londres;Paul Lelent;Avenue;Maroc
Roald;Martin;11;6;2001;Henry;96;56820;Miami;De Gaulle;Avenue;France;66;81266;Londres;Semard;Road;France
Robby;Bernard;11;12;1997;Henry;58;85363;Paris;Pernetti;Avenue;Grande-Bretagne;80;19786;New York;Jean Valjean;Street;Grande-Bretagne
Robert;Petit;17;9;1930;Henry;20;82432;Marseilles;Jean Jaurès;Street;Maroc;54;92882;Cardiff;Semard;Avenue;USA
Roberta;CoolName;29;11;2016;Henry;99;98568;New York;du Fion;Street;USA;2;56982;Casablanca;de Paris;Street;Maroc
Roberte;Martin;27;5;1935;Charles;14;33946;Bath;Semard;Boulevard;Grande-Bretagne;56;60852;Cardiff;Denfert;Road;USA
Roberto;Petit;14;10;1916;Henry;41;64436;Miami;Jean Jaurès;Road;USA;96;12867;Madrid;Obama;DeadEnd;USA
Robin;Bernard;1;4;1929;Charles;85;11975;New York;Zinedine Zidane;DeadEnd;Grande-Bretagne;46;37682;Bordeaux;Royale;Avenue;France
Robine;Martin;16;8;1948;Charles;13;15916;New York;Pernetti;Boulevard;Grande-Bretagne;58;28759;New York;Paul Lelent;Boulevard;Grande-Bretagne
Robinson;Coisne;8;12;2001;Paul;21;60205;Miami;Picasso;Street;USA;4;46854;Cardiff;de la pompe;Street;USA
Rocco;Petit;13;5;1945;Charles;11;95498;Los Angeles;de la pompe;Avenue;Grande-Bretagne;66;83893;Marseilles;D'Aguesseau;Street;France
Roch;Petit;10;6;1923;Henry;39;54280;Nantes;du Fion;Boulevard;Grande-Bretagne;50;39346;Cardiff;Gaité;Boulevard;Grande-Bretagne
Rodène;Petit;20;12;1964;Paul;51;14278;Bath;Picasso;Road;Grande-Bretagne;20;38567;Marseilles;Picasso;Avenue;USA
Rodlan;Petit;25;1;2013;Charles;24;11348;Bordeaux;Caillard;Avenue;USA;47;93374;Lille;Semard;Boulevard;USA
Rodney;Petit;22;10;1930;Charles;99;42423;Nantes;Gaité;DeadEnd;USA;74;64631;Miami;Zinedine Zidane;Street;France
Rodolfo;CoolName;18;3;1917;Henry;32;55945;Bath;De Gaulle;DeadEnd;Grande-Bretagne;75;62049;Bordeaux;Jean Valjean;DeadEnd;USA
Rodolphe;Coisne;6;8;1989;Paul;66;14313;Bordeaux;D'Aguesseau;Road;Grande-Bretagne;20;47456;Bordeaux;Picasso;Avenue;Grande-Bretagne
Sabeline;Coisne;10;7;1958;Paul;64;25597;Paris;Charonne;DeadEnd;USA;43;55825;Paris;Picasso;Avenue;Maroc
Sabin;Petit;20;12;1981;Henry;70;21829;Lille;de Ségur;Boulevard;Maroc;57;13595;Casablanca;Jean Jaurès;Road;Grande-Bretagne
Sabina;Petit;27;4;1953;Paul;18;72570;Miami;de Paris;Avenue;Maroc;74;92968;Paris;Obama;Boulevard;USA
Sabine;Bernard;13;7;1966;Paul;72;65950;Miami;De Gaulle;Avenue;France;7;60139;Nantes;Denfert;Street;France
Sabrina;Martin;24;7;1960;Henry;69;51782;Miami;de Ségur;Street;Grande-Bretagne;76;42599;Madrid;Pernetti;DeadEnd;Grande-Bretagne
Sabrine;Bernard;25;1;1971;Charles;17;83206;Cardiff;Picasso;Road;Grande-Bretagne;58;70396;Lille;Paul Lelent;Road;France
Saby;CoolName;3;5;1976;Paul;71;65832;New York;Jean Jaurès;Boulevard;USA;6;51407;Los Angeles;de la pompe;Road;Maroc
Sacha;Martin;16;8;1919;Charles;76;56923;Casablanca;Gaité;Road;USA;89;43602;Paris;du Rock;Boulevard;USA
